0,year_as_str    ,year
1,13. Jahrhundert,1200
2,14. Jahrhundert,1300
3,15. Jahrhundert,1400
4,16. Jahrhundert,1500
5,17. Jahrhundert,1600
6,18. Jahrhundert,1700
