"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.005392, 1, 0.005392, augment_setvalued_targets='False', corenlp_train_params__arch__biwords__enable='False', corenlp_train_params__arch__lowercasewords__enable='False', corenlp_train_params__arch__order='2', corenlp_train_params__arch__prefix__multi='((1, -1), (1, 0), (2, -1), (2, 0))', corenlp_train_params__arch__prefixsuffix__multi='(1, 2)', corenlp_train_params__arch__suffix__multi='((1, -1), (1, 0), (2, -1), (2, 0))', corenlp_train_params__arch__words='(-2, 3)', corenlp_train_params__curWordMinFeatureThreshold='3', corenlp_train_params__minFeatureThreshold='10', corenlp_train_params__rareWordMinFeatureThresh='7', corenlp_train_params__rareWordThresh='50', corenlp_train_params__sigmaSquared='0.31622776601683805', corenlp_train_params__veryCommonWordThresh='69', filter_tags='('$',)'
