,,Ruzicka
DID,VMFIN.ind,0.0
PNEG,VMFIN.ind,0.0
DNEGA,DPOSA,0.0
VMFIN.ind,VVIMP,0.0
ADJN,VMFIN.ind,0.0
DPOSA,VMFIN.ind,0.0
APPO,VMFIN.ind,0.0
DRELA,VMFIN.ind,0.0
DGA,VMFIN.ind,0.0
AVNEG,VMFIN.ind,0.0
VAPP,VMFIN.ind,0.0
DPOSA,KON,0.0
VKPP,VMFIN.ind,0.0
PTKANT,VMFIN.ind,0.0
PRF,VMFIN.ind,0.0
DPOSD,VMFIN.ind,0.0
DPOSA,PAVREL,0.0
DDA,VMFIN.ind,0.0
DPOSA,VVPS,0.0
DPOSA,VMFIN.konj,0.0
DPOSA,VKFIN.konj,0.0
DPOSA,KOKOM,0.0
DIA,VMFIN.ind,0.0
DID,DPOSA,0.0
DPOSA,PKOR,0.0
DPOSA,PTKZU,0.0
PTKN,VMFIN.ind,0.0
DPOSA,XY,0.0
DPOSA,PTKNEG,0.0
ADJS,DPOSA,0.0
CARDA,VMFIN.ind,0.0
CARDN,VMFIN.ind,0.0
PKOR,VMFIN.ind,0.0
CARDS,VMFIN.ind,0.0
PTKG,VMFIN.ind,0.0
PG,VMFIN.ind,0.0
DWS,VMFIN.ind,0.0
PI,VMFIN.ind,0.0
DPOSA,DWS,0.0
PTKNEG,VMFIN.ind,0.0
DPOSA,PG,0.0
ADJV,VMFIN.ind,0.0
DIN,VMFIN.ind,0.0
DPOSA,PTKG,0.0
PTKZU,VMFIN.ind,0.0
DPOSS,VMFIN.ind,0.0
DDS,VAFIN.konj,0.0
DDD,DGN,0.0
DDS,PNEG,0.0
DPOSGEN,VMFIN.konj,0.0
PAVREL,VVPS,0.0
DDD,VMFIN.konj,0.0
DGN,VMFIN.konj,0.0
DPOSN,VMFIN.konj,0.0
PTKREL,VMFIN.konj,0.0
PAVG,VMFIN.konj,0.0
AVG,VMFIN.konj,0.0
VAFIN,VMFIN.konj,0.0
DDSA,VMFIN.konj,0.0
KO*,VMFIN.konj,0.0
DNEGS,VMFIN.konj,0.0
DDN,VMFIN.konj,0.0
ADJN<VVPP,VMFIN.konj,0.0
VKINF,VVPS,0.0
DIS,VMFIN.konj,0.0
ADJA<VVPP,VMFIN.konj,0.0
AVW,VMFIN.konj,0.0
ADJA<VVPS,VMFIN.konj,0.0
DGS,VMFIN.konj,0.0
VKPS,VMFIN.konj,0.0
DPDS,VMFIN.konj,0.0
PTKANT,VMFIN.konj,0.0
VKPP,VMFIN.konj,0.0
VAPP,VMFIN.konj,0.0
AVNEG,VMFIN.konj,0.0
DGA,VMFIN.konj,0.0
VAFIN.konj,VVPS,0.0
VAINF,VVPS,0.0
AVNEG,VVFIN.konj,0.0
DDN,VVPS,0.0
DRELA,VVFIN.konj,0.0
PAVREL,VVFIN.konj,0.0
DDD,VVPS,0.0
DGN,VVPS,0.0
DPOSN,VVPS,0.0
PTKREL,VVPS,0.0
PAVG,VVPS,0.0
AVG,VVPS,0.0
VAFIN,VVPS,0.0
DDSA,VVPS,0.0
KO*,VVPS,0.0
DNEGS,VVPS,0.0
DPOSGEN,VVPS,0.0
VMINF,VVPS,0.0
ADJN<VVPP,VVPS,0.0
DIS,VVPS,0.0
AVW,VVPS,0.0
DGS,VVPS,0.0
DPDS,VVPS,0.0
PTKANT,VVPS,0.0
VKPP,VVPS,0.0
VAPP,VVPS,0.0
AVNEG,VVPS,0.0
DGA,VVPS,0.0
DRELA,VVPS,0.0
APPO,VVPS,0.0
DRELA,VMFIN.konj,0.0
APPO,VMFIN.konj,0.0
ADJN,VMFIN.konj,0.0
AVREL,DDSA,0.0
APPO,VKFIN.konj,0.0
VKFIN.konj,VMINF,0.0
ADJN,VKFIN.konj,0.0
VKFIN.konj,VVIMP,0.0
PNEG,VKFIN.konj,0.0
PAVREL,VKFIN.konj,0.0
PTKVZ,VKFIN.konj,0.0
VKFIN.konj,VVPS,0.0
AVREL,DDD,0.0
AVREL,DGN,0.0
AVREL,DPOSN,0.0
AVREL,VAFIN,0.0
AVREL,KO*,0.0
VMFIN.konj,VVIMP,0.0
AVREL,DNEGS,0.0
AVREL,DDN,0.0
AVREL,DPOSGEN,0.0
ADJN<VVPP,AVREL,0.0
AVREL,DIS,0.0
ADJA<VVPP,AVREL,0.0
ADJA<VVPS,AVREL,0.0
AVREL,DGS,0.0
AVREL,VKPS,0.0
AVREL,DPDS,0.0
AVREL,PTKANT,0.0
AVREL,VKPP,0.0
DRELA,VKFIN.konj,0.0
DGA,VKFIN.konj,0.0
AVNEG,VKFIN.konj,0.0
VAPP,VKFIN.konj,0.0
PNEG,VMFIN.konj,0.0
VKINF,VMFIN.konj,0.0
PAVREL,VMFIN.konj,0.0
VMFIN.konj,VVPS,0.0
DDD,VKFIN.konj,0.0
DGN,VKFIN.konj,0.0
DPOSN,VKFIN.konj,0.0
PTKREL,VKFIN.konj,0.0
PAVG,VKFIN.konj,0.0
AVG,VKFIN.konj,0.0
VAFIN,VKFIN.konj,0.0
DDSA,VKFIN.konj,0.0
KO*,VKFIN.konj,0.0
DNEGS,VKFIN.konj,0.0
DDN,VKFIN.konj,0.0
DPOSGEN,VKFIN.konj,0.0
ADJN<VVPP,VKFIN.konj,0.0
DIS,VKFIN.konj,0.0
ADJA<VVPP,VKFIN.konj,0.0
AVW,VKFIN.konj,0.0
ADJA<VVPS,VKFIN.konj,0.0
DGS,VKFIN.konj,0.0
VKFIN.konj,VKPS,0.0
DPDS,VKFIN.konj,0.0
PTKANT,VKFIN.konj,0.0
DGA,VVFIN.konj,0.0
VAPP,VVFIN.konj,0.0
DPDS,VKINF,0.0
KO*,PAVREL,0.0
DRELA,VAFIN.konj,0.0
APPO,VAFIN.konj,0.0
VAFIN.konj,VMINF,0.0
ADJN,VAFIN.konj,0.0
VAFIN.konj,VVIMP,0.0
PNEG,VAFIN.konj,0.0
DDD,PAVREL,0.0
DGN,PAVREL,0.0
DPOSN,PAVREL,0.0
PAVREL,PTKREL,0.0
PAVREL,VAFIN,0.0
DDSA,PAVREL,0.0
DNEGS,PAVREL,0.0
AVNEG,VAFIN.konj,0.0
DDN,PAVREL,0.0
DPOSGEN,PAVREL,0.0
ADJN<VVPP,PAVREL,0.0
DIS,PAVREL,0.0
ADJA<VVPP,PAVREL,0.0
ADJA<VVPS,PAVREL,0.0
DGS,PAVREL,0.0
PAVREL,VKPS,0.0
DPDS,PAVREL,0.0
PAVREL,PTKANT,0.0
PAVREL,VKPP,0.0
PAVREL,VAPP,0.0
DGA,VAFIN.konj,0.0
VAFIN.konj,VAPP,0.0
PTKANT,VVFIN.konj,0.0
DDSA,VAFIN.konj,0.0
AVNEG,VKINF,0.0
DGA,VKINF,0.0
DRELA,VKINF,0.0
APPO,VKINF,0.0
ADJN,VKINF,0.0
VKINF,VVIMP,0.0
PNEG,VKINF,0.0
DDD,VAFIN.konj,0.0
DGN,VAFIN.konj,0.0
PTKREL,VAFIN.konj,0.0
PAVG,VAFIN.konj,0.0
AVG,VAFIN.konj,0.0
KO*,VAFIN.konj,0.0
VAFIN.konj,VKPP,0.0
DNEGS,VAFIN.konj,0.0
DDN,VAFIN.konj,0.0
DPOSGEN,VAFIN.konj,0.0
ADJN<VVPP,VAFIN.konj,0.0
DIS,VAFIN.konj,0.0
ADJA<VVPP,VAFIN.konj,0.0
AVW,VAFIN.konj,0.0
ADJA<VVPS,VAFIN.konj,0.0
DGS,VAFIN.konj,0.0
VAFIN.konj,VKPS,0.0
DPDS,VAFIN.konj,0.0
PTKANT,VAFIN.konj,0.0
AVNEG,PAVREL,0.0
DGA,PAVREL,0.0
DRELA,PAVREL,0.0
PAVG,VVFIN.konj,0.0
DGA,PTKVZ,0.0
DRELA,PTKVZ,0.0
ADJN,PTKVZ,0.0
PTKVZ,VVIMP,0.0
PNEG,PTKVZ,0.0
PTKVZ,VKINF,0.0
PTKVZ,VAFIN.konj,0.0
PAVREL,PTKVZ,0.0
DDD,VVFIN.konj,0.0
DGN,VVFIN.konj,0.0
DPOSN,VVFIN.konj,0.0
PTKREL,VVFIN.konj,0.0
AVG,VVFIN.konj,0.0
APPO,PAVREL,0.0
DDSA,VVFIN.konj,0.0
KO*,VVFIN.konj,0.0
DNEGS,VVFIN.konj,0.0
DDN,VVFIN.konj,0.0
DPOSGEN,VVFIN.konj,0.0
ADJN<VVPP,VVFIN.konj,0.0
DIS,VVFIN.konj,0.0
AVW,VVFIN.konj,0.0
ADJA<VVPS,VVFIN.konj,0.0
DGS,VVFIN.konj,0.0
VKPS,VVFIN.konj,0.0
DPDS,VVFIN.konj,0.0
AVNEG,PTKVZ,0.0
PTKVZ,VAPP,0.0
PTKVZ,VKPP,0.0
PTKANT,PTKVZ,0.0
PAVREL,VMINF,0.0
ADJN,PAVREL,0.0
PAVREL,VVIMP,0.0
PAVREL,VAINF,0.0
PAVREL,PNEG,0.0
PAVREL,VKINF,0.0
PAVREL,VAFIN.konj,0.0
DDD,PTKVZ,0.0
DGN,PTKVZ,0.0
DPOSN,PTKVZ,0.0
PTKREL,PTKVZ,0.0
PAVG,PTKVZ,0.0
AVG,PTKVZ,0.0
PTKVZ,VAFIN,0.0
DDSA,PTKVZ,0.0
KO*,PTKVZ,0.0
DNEGS,PTKVZ,0.0
DDN,PTKVZ,0.0
DPOSGEN,PTKVZ,0.0
ADJN<VVPP,PTKVZ,0.0
AVW,PTKVZ,0.0
ADJA<VVPS,PTKVZ,0.0
DGS,PTKVZ,0.0
PTKVZ,VKPS,0.0
DPDS,PTKVZ,0.0
AVREL,VAPP,0.0
AVNEG,AVREL,0.0
AVREL,DGA,0.0
PAVG,PKOR,0.0
DPOSD,PAVREL,0.0
DPOSD,PTKVZ,0.0
DPOSD,VVPS,0.0
DPOSD,VMFIN.konj,0.0
DPOSD,VKFIN.konj,0.0
AVREL,DPOSD,0.0
DPOSD,KOKOM,0.0
DPOSD,PRF,0.0
DID,DPOSD,0.0
DGN,PKOR,0.0
DPOSN,PKOR,0.0
PKOR,PTKREL,0.0
AVG,PKOR,0.0
DPOSD,VVIMP,0.0
PKOR,VAFIN,0.0
DNEGS,PKOR,0.0
DDN,PKOR,0.0
DPOSGEN,PKOR,0.0
ADJN<VVPP,PKOR,0.0
DIS,PKOR,0.0
ADJA<VVPP,PKOR,0.0
AVW,PKOR,0.0
ADJA<VVPS,PKOR,0.0
DGS,PKOR,0.0
PKOR,VKPS,0.0
PKOR,PTKANT,0.0
DPOSD,PNEG,0.0
ADJN,DPOSD,0.0
APPO,AVREL,0.0
ADJN<VVPP,DPOSD,0.0
DID,PRF,0.0
DDD,DPOSD,0.0
DGN,DPOSD,0.0
DPOSD,PTKREL,0.0
DPOSD,PAVG,0.0
AVG,DPOSD,0.0
DPOSD,VAFIN,0.0
DDSA,DPOSD,0.0
DPOSD,KO*,0.0
DNEGS,DPOSD,0.0
DDN,DPOSD,0.0
DPOSD,DPOSGEN,0.0
DIS,DPOSD,0.0
APPO,DPOSD,0.0
ADJA<VVPP,DPOSD,0.0
AVW,DPOSD,0.0
ADJA<VVPS,DPOSD,0.0
DGS,DPOSD,0.0
DPOSD,VKPS,0.0
DPDS,DPOSD,0.0
DPOSD,PTKANT,0.0
DPOSD,VKPP,0.0
DPOSD,VAPP,0.0
AVNEG,DPOSD,0.0
DGA,DPOSD,0.0
DPOSD,DRELA,0.0
PKOR,VKPP,0.0
PKOR,VAPP,0.0
AVNEG,PKOR,0.0
ADJN,DPOSS,0.0
AVW,DPOSS,0.0
ADJA<VVPS,DPOSS,0.0
DGS,DPOSS,0.0
DPOSS,VKPS,0.0
DPDS,DPOSS,0.0
DPOSS,PTKANT,0.0
DPOSS,VKPP,0.0
DPOSS,VAPP,0.0
AVNEG,DPOSS,0.0
DGA,DPOSS,0.0
DPOSS,DRELA,0.0
APPO,DPOSS,0.0
DPOSS,VVIMP,0.0
DGA,PKOR,0.0
DPOSS,PNEG,0.0
DPOSS,PAVREL,0.0
DPOSS,VVPS,0.0
DPOSS,VMFIN.konj,0.0
DPOSS,VKFIN.konj,0.0
DPOSS,KOKOM,0.0
DPOSS,PRF,0.0
DID,DPOSS,0.0
DDD,PTKZU,0.0
DGN,PTKZU,0.0
DPOSN,PTKZU,0.0
PTKREL,PTKZU,0.0
ADJA<VVPP,DPOSS,0.0
DIS,DPOSS,0.0
ADJN<VVPP,DPOSS,0.0
DDN,DPOSS,0.0
APPO,PKOR,0.0
PKOR,VMINF,0.0
ADJN,PKOR,0.0
PKOR,VVIMP,0.0
PKOR,VAINF,0.0
PKOR,PNEG,0.0
PKOR,VKINF,0.0
PKOR,VAFIN.konj,0.0
PAVREL,PKOR,0.0
PKOR,PTKVZ,0.0
PKOR,VVPS,0.0
PKOR,VMFIN.konj,0.0
PKOR,VKFIN.konj,0.0
PKOR,PRF,0.0
DID,PKOR,0.0
DPOSD,PKOR,0.0
DDD,DPOSS,0.0
DGN,DPOSS,0.0
DPOSS,PTKREL,0.0
DPOSS,PAVG,0.0
AVG,DPOSS,0.0
DPOSS,VAFIN,0.0
DDSA,DPOSS,0.0
DPOSS,KO*,0.0
DNEGS,DPOSS,0.0
DID,KOKOM,0.0
AVREL,DID,0.0
DID,VKFIN.konj,0.0
DPOSN,PRF,0.0
KOKOM,VAINF,0.0
KOKOM,PNEG,0.0
KOKOM,VKINF,0.0
KOKOM,VAFIN.konj,0.0
KOKOM,PAVREL,0.0
KOKOM,PTKVZ,0.0
KOKOM,VVFIN.konj,0.0
KOKOM,VVPS,0.0
KOKOM,VMFIN.konj,0.0
KOKOM,VKFIN.konj,0.0
DDD,PRF,0.0
DGN,PRF,0.0
PRF,PTKREL,0.0
DPDS,PRF,0.0
PAVG,PRF,0.0
AVG,PRF,0.0
PRF,VAFIN,0.0
DDSA,PRF,0.0
KO*,PRF,0.0
DNEGS,PRF,0.0
DDN,PRF,0.0
DPOSGEN,PRF,0.0
ADJN<VVPP,PRF,0.0
AVW,PRF,0.0
ADJA<VVPS,PRF,0.0
DGS,PRF,0.0
ADJN,KOKOM,0.0
KOKOM,VMINF,0.0
APPO,KOKOM,0.0
DGA,KOKOM,0.0
AVREL,VMINF,0.0
AVREL,VAINF,0.0
AVREL,PNEG,0.0
AVREL,VKINF,0.0
AVREL,VMFIN.konj,0.0
AVREL,VKFIN.konj,0.0
DDD,KOKOM,0.0
DGN,KOKOM,0.0
DPOSN,KOKOM,0.0
KOKOM,PAVG,0.0
AVG,KOKOM,0.0
KOKOM,VAFIN,0.0
DDSA,KOKOM,0.0
DNEGS,KOKOM,0.0
DDN,KOKOM,0.0
DPOSGEN,KOKOM,0.0
ADJN<VVPP,KOKOM,0.0
ADJA<VVPP,KOKOM,0.0
ADJA<VVPS,KOKOM,0.0
DGS,KOKOM,0.0
KOKOM,VKPS,0.0
DPDS,KOKOM,0.0
KOKOM,PTKANT,0.0
KOKOM,VKPP,0.0
KOKOM,VAPP,0.0
PRF,VKPS,0.0
PRF,PTKANT,0.0
DID,VMFIN.konj,0.0
AVNEG,DID,0.0
DDN,DID,0.0
DID,DPOSGEN,0.0
ADJN<VVPP,DID,0.0
ADJA<VVPP,DID,0.0
AVW,DID,0.0
ADJA<VVPS,DID,0.0
DGS,DID,0.0
DID,VKPS,0.0
DID,DPDS,0.0
DID,PTKANT,0.0
DID,VKPP,0.0
DID,VAPP,0.0
DID,DRELA,0.0
PRF,VKPP,0.0
APPO,DID,0.0
DID,VMINF,0.0
ADJN,DID,0.0
DID,VVIMP,0.0
DID,VAINF,0.0
DID,PNEG,0.0
DID,VKINF,0.0
DID,VAFIN.konj,0.0
DID,PAVREL,0.0
DID,PTKVZ,0.0
DID,VVFIN.konj,0.0
DID,VVPS,0.0
DID,DNEGS,0.0
DID,KO*,0.0
DDSA,DID,0.0
DID,VAFIN,0.0
PRF,VAPP,0.0
AVNEG,PRF,0.0
DGA,PRF,0.0
DRELA,PRF,0.0
APPO,PRF,0.0
PRF,VMINF,0.0
ADJN,PRF,0.0
PRF,VVIMP,0.0
PRF,VAINF,0.0
PNEG,PRF,0.0
PRF,VKINF,0.0
PRF,VAFIN.konj,0.0
PAVREL,PRF,0.0
PRF,VVFIN.konj,0.0
PRF,VVPS,0.0
PRF,VMFIN.konj,0.0
PRF,VKFIN.konj,0.0
AVREL,PRF,0.0
KOKOM,PRF,0.0
DDD,DID,0.0
DGN,DID,0.0
DID,DPOSN,0.0
DID,PTKREL,0.0
DID,PAVG,0.0
AVG,DID,0.0
PTKANT,VKINF,0.0
VKINF,VKPS,0.0
AVG,PTKZU,0.0
DPDS,PTKREL,0.0
DNEGS,VKPS,0.0
DDN,VKPS,0.0
DPOSGEN,VKPS,0.0
ADJN<VVPP,VKPS,0.0
DIS,VKPS,0.0
ADJA<VVPP,VKPS,0.0
AVW,VKPS,0.0
ADJA<VVPS,VKPS,0.0
DGS,VKPS,0.0
DDD,DPDS,0.0
DGN,DPDS,0.0
DPDS,DPOSN,0.0
DPDS,PAVG,0.0
DDSA,VKPS,0.0
AVG,DPDS,0.0
DPDS,VAFIN,0.0
DDSA,DPDS,0.0
DPDS,KO*,0.0
DNEGS,DPDS,0.0
DDN,DPDS,0.0
DPDS,DPOSGEN,0.0
ADJN<VVPP,DPDS,0.0
DIS,DPDS,0.0
ADJA<VVPP,DPDS,0.0
AVW,DPDS,0.0
ADJA<VVPS,DPDS,0.0
KO*,VKPS,0.0
VAFIN,VKPS,0.0
ADJA<VVPS,DDSA,0.0
DDSA,DGS,0.0
ADJA<VVPS,DNEGS,0.0
ADJA<VVPS,DDN,0.0
ADJA<VVPS,DPOSGEN,0.0
ADJA<VVPS,ADJN<VVPP,0.0
ADJA<VVPS,DIS,0.0
ADJA<VVPS,AVW,0.0
DDD,DGS,0.0
DGS,DPOSN,0.0
DGS,PTKREL,0.0
DGS,PAVG,0.0
AVG,DGS,0.0
DGS,VAFIN,0.0
DGS,KO*,0.0
AVG,VKPS,0.0
DGS,DNEGS,0.0
DDN,DGS,0.0
DGS,DPOSGEN,0.0
ADJN<VVPP,DGS,0.0
ADJA<VVPP,DGS,0.0
AVW,DGS,0.0
ADJA<VVPS,DGS,0.0
DDD,VKPS,0.0
DGN,VKPS,0.0
DPOSN,VKPS,0.0
PTKREL,VKPS,0.0
PAVG,VKPS,0.0
DGS,DPDS,0.0
DPDS,VKPS,0.0
DDD,PTKANT,0.0
PTKREL,VAPP,0.0
ADJN<VVPP,VKPP,0.0
DIS,VKPP,0.0
ADJA<VVPP,VKPP,0.0
AVW,VKPP,0.0
ADJA<VVPS,VKPP,0.0
DGS,VKPP,0.0
VKPP,VKPS,0.0
DPDS,VKPP,0.0
PTKANT,VKPP,0.0
DDD,VAPP,0.0
DGN,VAPP,0.0
DPOSN,VAPP,0.0
PAVG,VAPP,0.0
DGN,PTKANT,0.0
AVG,VAPP,0.0
VAFIN,VAPP,0.0
DDSA,VAPP,0.0
KO*,VAPP,0.0
DNEGS,VAPP,0.0
DDN,VAPP,0.0
DPOSGEN,VAPP,0.0
ADJN<VVPP,VAPP,0.0
DIS,VAPP,0.0
ADJA<VVPP,VAPP,0.0
AVW,VAPP,0.0
ADJA<VVPS,VAPP,0.0
DPOSGEN,VKPP,0.0
DDN,VKPP,0.0
DNEGS,VKPP,0.0
KO*,VKPP,0.0
DPOSN,PTKANT,0.0
PTKANT,PTKREL,0.0
PAVG,PTKANT,0.0
AVG,PTKANT,0.0
PTKANT,VAFIN,0.0
DDSA,PTKANT,0.0
KO*,PTKANT,0.0
DDN,PTKANT,0.0
DPOSGEN,PTKANT,0.0
ADJN<VVPP,PTKANT,0.0
DIS,PTKANT,0.0
ADJA<VVPP,PTKANT,0.0
AVW,PTKANT,0.0
ADJA<VVPS,PTKANT,0.0
DGS,PTKANT,0.0
PTKANT,VKPS,0.0
DPDS,PTKANT,0.0
DDD,VKPP,0.0
DGN,VKPP,0.0
DPOSN,VKPP,0.0
PTKREL,VKPP,0.0
PAVG,VKPP,0.0
AVG,VKPP,0.0
VAFIN,VKPP,0.0
DDSA,VKPP,0.0
ADJA<VVPS,KO*,0.0
ADJA<VVPS,VAFIN,0.0
DGS,VKINF,0.0
DDN,DGN,0.0
KO*,VAFIN,0.0
DDSA,KO*,0.0
DDD,DNEGS,0.0
DGN,DNEGS,0.0
DNEGS,DPOSN,0.0
DNEGS,PTKREL,0.0
DNEGS,PAVG,0.0
AVG,DNEGS,0.0
DNEGS,VAFIN,0.0
DDSA,DNEGS,0.0
DNEGS,KO*,0.0
DDD,DDN,0.0
DDN,DPOSN,0.0
KO*,PAVG,0.0
DDN,PTKREL,0.0
DDN,PAVG,0.0
AVG,DDN,0.0
DDN,VAFIN,0.0
DDN,DDSA,0.0
DDN,KO*,0.0
DDN,DNEGS,0.0
DDD,DPOSGEN,0.0
DGN,DPOSGEN,0.0
DPOSGEN,DPOSN,0.0
DPOSGEN,PTKREL,0.0
DPOSGEN,PAVG,0.0
AVG,KO*,0.0
KO*,PTKREL,0.0
ADJA<VVPS,AVG,0.0
DDD,VAFIN,0.0
DGN,DPOSN,0.0
DDD,PTKREL,0.0
DGN,PTKREL,0.0
DPOSN,PTKREL,0.0
DDD,PAVG,0.0
DGN,PAVG,0.0
DPOSN,PAVG,0.0
PAVG,PTKREL,0.0
AVG,DDD,0.0
AVG,DGN,0.0
AVG,DPOSN,0.0
AVG,PTKREL,0.0
DGN,VAFIN,0.0
DPOSN,KO*,0.0
DPOSN,VAFIN,0.0
PTKREL,VAFIN,0.0
PAVG,VAFIN,0.0
AVG,VAFIN,0.0
DDSA,DGN,0.0
DDSA,DPOSN,0.0
DDSA,PTKREL,0.0
DDSA,PAVG,0.0
AVG,DDSA,0.0
DDSA,VAFIN,0.0
DDD,KO*,0.0
DGN,KO*,0.0
AVG,DPOSGEN,0.0
DPOSGEN,VAFIN,0.0
DDSA,DPOSGEN,0.0
AVW,VAFIN,0.0
ADJA<VVPP,PAVG,0.0
ADJA<VVPP,AVG,0.0
ADJA<VVPP,VAFIN,0.0
ADJA<VVPP,DDSA,0.0
ADJA<VVPP,KO*,0.0
ADJA<VVPP,DNEGS,0.0
ADJA<VVPP,DDN,0.0
ADJA<VVPP,DPOSGEN,0.0
AVW,DDD,0.0
AVW,DGN,0.0
AVW,DPOSN,0.0
AVW,PTKREL,0.0
AVW,DDSA,0.0
DPOSGEN,KO*,0.0
AVW,KO*,0.0
AVW,DNEGS,0.0
AVW,DDN,0.0
AVW,DPOSGEN,0.0
ADJN<VVPP,AVW,0.0
AVW,DIS,0.0
ADJA<VVPP,AVW,0.0
ADJA<VVPS,DDD,0.0
ADJA<VVPS,DGN,0.0
ADJA<VVPS,DPOSN,0.0
ADJA<VVPS,PTKREL,0.0
ADJA<VVPS,PAVG,0.0
ADJA<VVPP,PTKREL,0.0
ADJA<VVPP,DPOSN,0.0
ADJA<VVPP,DGN,0.0
ADJA<VVPP,DDD,0.0
DNEGS,DPOSGEN,0.0
DDN,DPOSGEN,0.0
ADJN<VVPP,DDD,0.0
ADJN<VVPP,DGN,0.0
ADJN<VVPP,DPOSN,0.0
ADJN<VVPP,PTKREL,0.0
ADJN<VVPP,PAVG,0.0
ADJN<VVPP,AVG,0.0
ADJN<VVPP,VAFIN,0.0
ADJN<VVPP,DDSA,0.0
ADJN<VVPP,KO*,0.0
ADJN<VVPP,DNEGS,0.0
ADJN<VVPP,DDN,0.0
ADJN<VVPP,DPOSGEN,0.0
DDD,DIS,0.0
DIS,DPOSN,0.0
DIS,PTKREL,0.0
DIS,PAVG,0.0
AVG,DIS,0.0
DIS,VAFIN,0.0
DDSA,DIS,0.0
DIS,KO*,0.0
DIS,DNEGS,0.0
DIS,DPOSGEN,0.0
ADJN<VVPP,DIS,0.0
DGS,VAPP,0.0
VAPP,VKPS,0.0
DPDS,VAPP,0.0
AVNEG,VVIMP,0.0
DDN,VVIMP,0.0
DPOSGEN,VVIMP,0.0
ADJN<VVPP,VVIMP,0.0
DIS,VVIMP,0.0
AVW,VVIMP,0.0
ADJA<VVPS,VVIMP,0.0
DGS,VVIMP,0.0
VKPS,VVIMP,0.0
DPDS,VVIMP,0.0
PTKANT,VVIMP,0.0
VKPP,VVIMP,0.0
VAPP,VVIMP,0.0
DGA,VVIMP,0.0
KO*,VVIMP,0.0
DRELA,VVIMP,0.0
APPO,VVIMP,0.0
DDD,VAINF,0.0
DGN,VAINF,0.0
PTKREL,VAINF,0.0
PAVG,VAINF,0.0
AVG,VAINF,0.0
DDSA,VAINF,0.0
KO*,VAINF,0.0
DNEGS,VAINF,0.0
DDN,VAINF,0.0
DPOSGEN,VAINF,0.0
DNEGS,VVIMP,0.0
DDSA,VVIMP,0.0
PTKANT,VAPP,0.0
ADJN,VKPS,0.0
ADJN,PAVG,0.0
ADJN,AVG,0.0
ADJN,VAFIN,0.0
ADJN,DDSA,0.0
ADJN,KO*,0.0
ADJN,DNEGS,0.0
ADJN,DPOSGEN,0.0
ADJN,ADJN<VVPP,0.0
ADJN,DIS,0.0
ADJN,AVW,0.0
ADJA<VVPS,ADJN,0.0
ADJN,DGS,0.0
ADJN,DPDS,0.0
VAFIN,VVIMP,0.0
ADJN,PTKANT,0.0
ADJN,VKPP,0.0
ADJN,VAPP,0.0
ADJN,AVNEG,0.0
ADJN,DGA,0.0
ADJN,DRELA,0.0
ADJN,VMINF,0.0
DDD,VVIMP,0.0
DGN,VVIMP,0.0
DPOSN,VVIMP,0.0
PAVG,VVIMP,0.0
AVG,VVIMP,0.0
ADJN<VVPP,VAINF,0.0
DIS,VAINF,0.0
AVW,VAINF,0.0
PTKREL,VKINF,0.0
DPDS,PNEG,0.0
PNEG,VKPP,0.0
PNEG,VAPP,0.0
DGA,PNEG,0.0
DRELA,PNEG,0.0
APPO,PNEG,0.0
PNEG,VMINF,0.0
ADJN,PNEG,0.0
PNEG,VVIMP,0.0
PNEG,VAINF,0.0
DDD,VKINF,0.0
DGN,VKINF,0.0
PAVG,VKINF,0.0
ADJA<VVPS,VAINF,0.0
AVG,VKINF,0.0
VAFIN,VKINF,0.0
DDSA,VKINF,0.0
KO*,VKINF,0.0
DNEGS,VKINF,0.0
DDN,VKINF,0.0
DPOSGEN,VKINF,0.0
ADJN<VVPP,VKINF,0.0
DIS,VKINF,0.0
ADJA<VVPP,VKINF,0.0
AVW,VKINF,0.0
ADJA<VVPS,VKINF,0.0
PNEG,VKPS,0.0
DGS,PNEG,0.0
ADJA<VVPS,PNEG,0.0
AVW,PNEG,0.0
DGS,VAINF,0.0
VAINF,VKPS,0.0
DPDS,VAINF,0.0
PTKANT,VAINF,0.0
VAINF,VAPP,0.0
AVNEG,VAINF,0.0
DGA,VAINF,0.0
DRELA,VAINF,0.0
APPO,VAINF,0.0
ADJN,VAINF,0.0
VAINF,VVIMP,0.0
DDD,PNEG,0.0
DGN,PNEG,0.0
DPOSN,PNEG,0.0
PNEG,PTKREL,0.0
PAVG,PNEG,0.0
AVG,PNEG,0.0
PNEG,VAFIN,0.0
DDSA,PNEG,0.0
KO*,PNEG,0.0
DDN,PNEG,0.0
DPOSGEN,PNEG,0.0
ADJN<VVPP,PNEG,0.0
DIS,PNEG,0.0
ADJA<VVPP,PNEG,0.0
ADJN,PTKREL,0.0
ADJN,DPOSN,0.0
ADJN,DGN,0.0
DGA,VAPP,0.0
DGA,KO*,0.0
DGA,DNEGS,0.0
DDN,DGA,0.0
DGA,DPOSGEN,0.0
ADJN<VVPP,DGA,0.0
ADJA<VVPP,DGA,0.0
AVW,DGA,0.0
ADJA<VVPS,DGA,0.0
DGA,VKPS,0.0
DGA,DPDS,0.0
DGA,PTKANT,0.0
DGA,VKPP,0.0
AVNEG,DGA,0.0
DRELA,VKPS,0.0
DDD,DRELA,0.0
DPOSN,DRELA,0.0
DRELA,PTKREL,0.0
